Wall time,Step,Value
1706008181.5524375,743,-128.0927734375
1706008181.7893384,744,-179.8955535888672
1706008182.5153413,745,-68.74517059326172
1706008184.1519966,746,-89.26510620117188
1706008184.459665,747,237.8126220703125
1706008184.7782223,748,-226.12469482421875
1706008185.6947734,750,-46.95317840576172
1706008186.009018,751,-32.47138977050781
1706008186.2927942,752,-88.27873992919922
1706008186.506379,753,-109.49837493896484
1706008186.7054758,754,-144.23513793945312
1706008186.893092,755,-119.64633178710938
1706008187.208774,756,225.56504821777344
1706008187.4468873,757,-183.82420349121094
1706008187.7733114,758,-135.07298278808594
1706008188.0164688,759,-104.82964324951172
1706008188.2963364,760,-57.55778121948242
1706008188.673419,761,-14.13550090789795
1706008189.194417,762,9.943861961364746
1706008190.0931015,763,-66.48270416259766
1706008190.4417412,764,-18.776582717895508
1706008190.6679754,765,-132.5038299560547
1706008190.9559941,766,-97.01810455322266
1706008191.4505866,767,258.5986022949219
1706008192.2287002,768,-23.193920135498047
1706008192.538331,769,24.646100997924805
1706008192.9044056,770,-28.994937896728516
1706008193.4510193,771,269.4371032714844
1706008195.9295785,772,228.8321533203125
1706008196.6847777,773,-11.058113098144531
1706008197.014174,774,-36.43660354614258
1706008197.630344,775,258.71795654296875
1706008198.2887356,776,271.72564697265625
1706008199.0401554,777,-196.59983825683594
1706008199.9450889,779,0.7989614009857178
1706008200.8389456,780,230.1326446533203
1706008201.51993,781,-26.324909210205078
1706008201.9598455,782,20.029033660888672
1706008202.2939837,783,-48.587440490722656
1706008204.5328062,784,246.5523681640625
1706008205.4987273,785,-80.56556701660156
1706008206.5288658,786,202.52255249023438
1706008207.658881,787,252.638427734375
1706008208.6932602,788,-81.64803314208984
1706008209.6386054,789,25.567678451538086
1706008210.3081234,790,222.9646453857422
1706008211.6163692,791,144.87509155273438
1706008218.0521603,792,171.9372100830078
1706008228.8409615,793,254.3059539794922
1706008234.4343073,794,272.42120361328125
1706008240.1984406,795,255.22996520996094
1706008247.15598,796,220.20913696289062
1706008252.9141243,797,250.05027770996094
1706008257.5359387,798,197.66156005859375
1706008258.0958126,799,223.80038452148438
1706008272.1002514,800,281.19268798828125
1706008272.9941134,801,269.5302429199219
1706008273.5484538,802,6.139692783355713
1706008274.2416348,803,210.1187744140625
1706008274.949898,804,-187.04812622070312
1706008277.9041936,805,-71.79357147216797
1706008278.1602452,806,-142.43222045898438
1706008279.8838232,807,-41.178829193115234
1706008280.7775443,808,286.7449645996094
1706008281.874779,809,252.85922241210938
1706008282.4848895,810,63.44609832763672
1706008285.668208,812,-61.87081527709961
1706008287.1359441,813,28.806846618652344
1706008290.4228463,814,-120.05595397949219
1706008293.5705242,815,-109.79627227783203
1706008294.507823,816,229.43092346191406
1706008300.8951669,817,-69.29664611816406
1706008304.7749171,818,-6.466700553894043
1706008306.5049813,819,257.8414306640625
1706008309.2527165,820,-35.16681671142578
1706008313.226056,821,271.3487854003906
1706008316.9313817,822,-149.1334686279297
1706008318.6913335,823,201.95150756835938
1706008324.9298007,824,-205.33364868164062
1706008330.8159935,825,-14.530855178833008
1706008332.3563836,826,196.60678100585938
1706008336.8831568,827,158.75823974609375
1706008345.967124,828,-15.7349271774292
1706008347.3179405,829,-151.6280517578125
1706008348.0134077,830,-151.0601348876953
1706008348.5791214,831,-171.50106811523438
1706008350.1282048,832,143.67422485351562
1706008352.4821408,833,150.69232177734375
1706008354.0193014,834,-149.3585968017578
1706008354.8604422,835,-297.1752624511719
1706008355.5437524,836,-153.95579528808594
1706008356.1605597,837,-137.985107421875
1706008356.7710118,838,-92.74639892578125
1706008358.1479306,839,-142.33155822753906
1706008359.4943452,840,226.01121520996094
1706008366.5732405,841,-232.7866973876953
1706008366.981649,842,-115.63159942626953
1706008369.71966,843,-149.42779541015625
1706008374.171398,844,-134.35830688476562
1706008376.888853,845,-120.14537048339844
1706008380.846335,846,-114.76486206054688
1706008381.7571626,847,-134.39451599121094
1706008383.4505148,848,271.923095703125
1706008387.2604408,849,-130.65676879882812
1706008388.2782285,850,-220.6227569580078
1706008388.5414164,851,-149.93389892578125
1706008389.2683036,852,-77.44957733154297
1706008389.8344052,853,-65.43850708007812
1706008390.4064054,854,-180.53628540039062
1706008390.7309926,855,-107.98979949951172
1706008390.9308813,856,-113.64466094970703
1706008391.3922389,857,-85.13627624511719
1706008393.9345226,858,-63.228153228759766
1706008397.022837,860,-110.42424011230469
1706008398.674855,861,-238.6539306640625
1706008399.7559204,862,-88.36729431152344
1706008400.174211,863,-82.28960418701172
1706008400.6183002,864,161.7847442626953
1706008401.7622452,866,-211.07827758789062
1706008403.5045493,867,160.46131896972656
1706008405.0773716,868,252.33599853515625
1706008406.3726418,869,-19.427221298217773
1706008406.7952883,870,-84.74751281738281
1706008407.5936713,871,268.69964599609375
1706008408.2654536,872,-120.4776382446289
1706008408.8410418,873,223.70848083496094
1706008409.4497273,874,182.9938507080078
1706008410.020582,875,177.00498962402344
1706008410.459048,876,14.722095489501953
1706008411.3500273,877,214.3562774658203
1706008412.0415542,878,204.64125061035156
1706008412.6852767,879,240.7732391357422
1706008413.1259835,880,-148.7353515625
1706008413.5777693,881,188.7868194580078
1706008413.9575508,882,-70.05320739746094
1706008414.373061,883,-33.14447784423828
1706008414.6631234,884,0.882208526134491
1706008414.9557347,885,-29.53050994873047
1706008415.3082583,886,-66.88076782226562
1706008415.8242943,887,259.0036315917969
1706008416.4235764,888,-36.375526428222656
1706008417.061252,889,153.23716735839844
1706008417.5284355,890,-92.83429718017578
1706008418.0503728,891,160.3439178466797
1706008418.487857,892,2.113999128341675
1706008418.8663294,893,-128.30845642089844
1706008419.2598207,894,-83.64422607421875
1706008419.8210516,895,202.8113555908203
1706008420.3950841,896,-13.814762115478516
1706008420.8443205,897,3.688183546066284
1706008421.421814,898,191.13568115234375
1706008421.9322155,899,-51.66321563720703
1706008422.3813207,900,-101.38370513916016
1706008422.782154,901,-90.78997802734375
1706008423.5807292,902,137.3313751220703
1706008424.1847842,903,-52.48771667480469
1706008425.450247,904,181.6627197265625
1706008431.446692,905,-77.30935668945312
1706008431.773581,906,20.570322036743164
1706008432.1595788,907,-55.90602111816406
1706008432.6715798,908,224.68911743164062
1706008433.2142475,909,249.9464111328125
1706008434.0968142,910,235.0520477294922
1706008434.590978,911,-46.41617202758789
1706008434.9435806,912,11.671536445617676
1706008435.4647386,913,226.6720733642578
1706008435.9157872,914,-12.986909866333008
1706008436.6848822,916,275.1991271972656
1706008437.2128277,917,241.183349609375
1706008437.7956336,918,227.88844299316406
1706008438.1608925,919,27.499067306518555
1706008438.749943,921,2.0421085357666016
1706008439.0908165,922,-2.748661994934082
1706008439.351939,923,-0.5333308577537537
1706008439.8202486,924,-131.13914489746094
1706008440.4012768,925,-52.58548355102539
1706008440.907229,926,-72.34697723388672
1706008441.173908,927,38.4304313659668
1706008441.5775516,928,-41.62120819091797
1706008442.3340213,929,260.78204345703125
1706008443.5878103,931,235.93832397460938
1706008444.1528616,932,-62.93467712402344
1706008444.5740654,933,0.47153499722480774
1706008445.3500564,934,246.44287109375
1706008445.9293456,935,4.5987396240234375
1706008446.4765186,936,253.8188018798828
1706008446.8465736,937,4.1752424240112305
1706008447.8705206,938,-35.09849166870117
1706008448.8188841,939,204.0647430419922
1706008450.054373,940,221.60623168945312
1706008451.1847558,941,228.87901306152344
1706008452.2778103,942,199.00408935546875
1706008453.7366695,943,-9.157384872436523
1706008455.0732818,944,176.3910675048828
1706008455.8868566,945,-79.70587158203125
1706008456.9124477,946,-40.55049514770508
1706008460.368091,948,137.93470764160156
1706008462.1836054,949,94.12284088134766
1706008463.6546988,950,-96.52356719970703
1706008465.8075874,952,203.9745635986328
1706008467.0347824,953,-160.75843811035156
1706008470.0915573,954,32.143741607666016
1706008474.291606,955,-25.125749588012695
1706008478.7349699,956,123.96649932861328
1706008480.7981842,957,185.3070526123047
1706008481.6163783,958,-185.22264099121094
1706008484.107404,959,-82.97420501708984
1706008486.6455178,960,-199.81011962890625
1706008490.2799542,961,-80.73675537109375
1706008494.7080815,962,-102.4600830078125
1706008496.9571772,963,-268.29254150390625
1706008516.567482,964,-136.45994567871094
1706008537.0694697,965,-70.73546600341797
1706008557.9341848,966,-67.41635131835938
1706008572.3289912,967,-39.840850830078125
1706008589.9884179,968,-28.860931396484375
1706008595.4318604,969,-79.72882843017578
1706008599.317013,970,-39.6334114074707
1706008602.5439608,971,-74.39043426513672
1706008617.6869414,972,-6.153565406799316
1706008621.29482,973,-44.31489944458008
1706008623.3800094,974,-113.99557495117188
1706008627.1656888,975,-59.650978088378906
1706008629.8216987,976,111.46202850341797
1706008645.452213,977,-10.382732391357422
1706008649.5549994,978,-43.01861572265625
1706008653.7945826,979,-32.413917541503906
1706008670.5201006,980,207.43385314941406
1706008682.68151,981,-80.14244079589844
1706008683.9681962,982,182.96572875976562
1706008686.023332,983,167.17926025390625
1706008686.4547558,984,-11.677014350891113
1706008687.6446304,985,106.05335235595703
1706008688.6837661,986,175.21774291992188
1706008689.3550434,987,287.512451171875
1706008689.7325244,988,201.62872314453125
1706008690.1064916,989,-63.375038146972656
1706008690.5588834,990,242.31271362304688
1706008691.1955392,991,258.7919921875
1706008692.7607954,992,217.94369506835938
1706008693.097662,993,283.16058349609375
1706008693.4157202,994,212.20457458496094
1706008693.7277217,995,250.95814514160156
1706008695.2012951,997,281.6977844238281
1706008695.6567307,998,215.8413543701172
1706008701.450819,1000,277.5466003417969
1706008701.8781316,1001,172.02920532226562
1706008702.1299806,1002,-35.42485809326172
1706008702.4106739,1003,302.5260314941406
1706008702.6381197,1004,-2.123420000076294
1706008702.9210734,1005,203.5340576171875
1706008703.1571004,1006,-5.794323921203613
1706008703.5155783,1008,232.16635131835938
1706008703.7335923,1009,30.06595230102539
1706008703.9635787,1010,256.16741943359375
1706008704.1439006,1011,34.980140686035156
1706008704.3006864,1012,49.20608139038086
1706008704.5542564,1013,273.8169860839844
1706008704.7997496,1014,-14.630488395690918
1706008705.105255,1015,233.14358520507812
1706008705.69897,1017,-68.116455078125
1706008706.0040076,1018,292.8223571777344
1706008706.2992735,1019,280.24298095703125
1706008706.886763,1020,210.77908325195312
1706008707.3361197,1021,271.02752685546875
1706008707.6547453,1022,266.67242431640625
1706008708.1470299,1023,243.8834228515625
1706008708.473762,1024,235.53761291503906
1706008708.9562068,1025,18.623727798461914
1706008709.3040366,1026,248.14122009277344
1706008709.527622,1027,-0.3910953402519226
1706008709.8026865,1028,246.1111297607422
1706008710.019945,1029,-17.9514102935791
1706008710.4567254,1030,257.93701171875
1706008710.89155,1031,265.5783386230469
1706008711.2489388,1032,258.8330993652344
1706008711.584349,1033,275.4139099121094
1706008711.8895772,1034,247.63462829589844
1706008712.232181,1035,272.7213134765625
1706008712.8287773,1036,188.80355834960938
1706008713.2190566,1037,228.92401123046875
1706008713.5658238,1038,321.7671203613281
1706008713.8232973,1039,-19.69895362854004
1706008714.1650221,1040,266.53228759765625
